title,description,videoId,thumbnails,channelName,channelId,channelUrl,verified,publishedText,publishedDate,viewsText,views,videoUrl,duration,durationText,isShort
LIVE: Cory Booker sets record for longest Senate floor speech,"In a feat of determination, New Jersey Democratic Sen. Cory Booker held the Senate floor with a marathon speech that lasted all night and into Tuesday evening, setting a historic mark to show...",rCUK2VbdLS4,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/rCUK2VbdLS4/3.jpg', 'width': 120, 'height': 90}]",Associated Press,UC52X5wxOL_s5yw0dQk7NtgA,https://www.youtube.com/@AssociatedPress,True,Streamed 18 hours ago,2025-04-02T02:00:07.749Z,"2,385,917 views",2385917,https://www.youtube.com/watch?v=rCUK2VbdLS4,42900,11:55:00,False
BACK-AND-FORTH CLASSIC 😮 Real Sociedad vs. Real Madrid | Copa del Rey Highlights | ESPN FC,Check out these highlights as Real Madrid and Real Sociedad face off in the second leg of the Copa del Rey Semifinal. The match ends 4-4 and 5-4 on aggregate as Real Madrid advance to the Copa...,SvApoJ8YHsc,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/SvApoJ8YHsc/3.jpg', 'width': 120, 'height': 90}]",ESPN FC,UC6c1z7bA__85CIWZ_jpCK-Q,https://www.youtube.com/@ESPNFC,True,21 hours ago,2025-04-01T23:00:07.749Z,"662,729 views",662729,https://www.youtube.com/watch?v=SvApoJ8YHsc,730,12:10,False
DRAKE - NOKIA (Official Music Video),"Listen to $ome $exy $ongs 4 U: https://ovo-partynextdoor.ffm.to/4u
$$$4U Vinyl: https://ffm.link/sss4uvinyl

Website: https://drakerelated.com/rooms/bedroom
Instagram: https://www.instagram.com/cha...",8ekJMC8OtGU,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/8ekJMC8OtGU/3.jpg', 'width': 120, 'height': 90}]",Drake,UCByOQJjav0CUDwxCk-jVNRQ,https://www.youtube.com/channel/UCByOQJjav0CUDwxCk-jVNRQ,False,1 day ago,2025-04-01T20:00:07.749Z,"3,320,597 views",3320597,https://www.youtube.com/watch?v=8ekJMC8OtGU,266,4:26,False
Val Kilmer Dead at 65,"Val Kilmer has died. The actor was known for his work in films like, ‘Tombstone,’ ‘True Romance,' ‘Heat’ and 'Batman Forever.' He is best known for his role as Iceman in ‘Top Gun’...",crPABDEUJWU,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/crPABDEUJWU/3.jpg', 'width': 120, 'height': 90}]",Entertainment Tonight,UCdtXPiqI2cLorKaPrfpKc4g,https://www.youtube.com/@EntertainmentTonight,True,15 hours ago,2025-04-02T05:00:07.749Z,"979,447 views",979447,https://www.youtube.com/watch?v=crPABDEUJWU,552,9:12,False
THE CRAFTMINE UPDATE,"They said it was impossible. No way it could be done! But today, we stand before you with an update which will revolutionize crafting as you know it. We give you the Craftmine Update! Because,...",8Ou2HQOxSHU,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/8Ou2HQOxSHU/3.jpg', 'width': 120, 'height': 90}]",Minecraft,UC1sELGmy5jp5fQUugmuYlXQ,https://www.youtube.com/@minecraft,True,1 day ago,2025-04-01T20:00:07.749Z,"3,179,174 views",3179174,https://www.youtube.com/watch?v=8Ou2HQOxSHU,94,1:34,False
I Bought a Real Formula 1 Car,"I was finally able to buy an F1 car after a few hours of saving my money  😍 This was my dream car ever since last week and I’m going to treat it nicely.  
https://drinkalcolo.com

Special...",u2WDx6NU66w,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/u2WDx6NU66w/3.jpg', 'width': 120, 'height': 90}]",WhistlinDiesel,UCdqp0KK_Io7TwK5cJMBvB0Q,https://www.youtube.com/@whistlindiesel,True,1 day ago,2025-04-01T20:00:07.749Z,"4,852,596 views",4852596,https://www.youtube.com/watch?v=u2WDx6NU66w,804,13:24,False
Minecraft Speedrunner VS 3 Hunters (April Fools Edition),"Minecraft Speedrunner VS 3 Hunters. This is the real version of the April Fools VS 3 hunters Minecraft Manhunt. Did we fool you?

Follow my socials:
➽ Twitter - @dream
➽ Instagram - @dreamwasta...",lpfuOYmdQew,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/lpfuOYmdQew/3.jpg', 'width': 120, 'height': 90}]",DreamXD,UChU3JRloULzdFX3aCu7BiSA,https://www.youtube.com/@dreamxd7779,True,1 day ago,2025-04-01T20:00:07.749Z,"915,980 views",915980,https://www.youtube.com/watch?v=lpfuOYmdQew,2383,39:43,False
"Luka Dončić, Longevity, and Love of the Game | LeBron James & Steve Nash | MIND THE GAME",It takes great IQ to play basketball at a high level. MIND THE GAME is back for Season 2 with a new face sitting across the table from LeBron James. Two-time NBA MVP Steve Nash will be the...,EshJkgzYkV4,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/EshJkgzYkV4/3.jpg', 'width': 120, 'height': 90}]",Mind the Game,UC6L_LBqoKZXFa4WxHox5iCw,https://www.youtube.com/@MindTheGamePodcast,True,1 day ago,2025-04-01T20:00:07.749Z,"950,027 views",950027,https://www.youtube.com/watch?v=EshJkgzYkV4,3239,53:59,False
KARATE KID: LEGENDS - New Trailer (HD),"Remember what you’re fighting for.
 
Jackie Chan, Ben Wang, and Ralph Macchio star in Karate Kid: Legends - coming soon exclusively to movie theatres. #KarateKidMovie

Learn more: https://www.kar...",LhRXf-yEQqA,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/LhRXf-yEQqA/3.jpg', 'width': 120, 'height': 90}]",Sony Pictures Entertainment,UCz97F7dMxBNOfGYu3rx8aCw,https://www.youtube.com/@sonypictures,True,1 day ago,2025-04-01T20:00:07.749Z,"1,888,416 views",1888416,https://www.youtube.com/watch?v=LhRXf-yEQqA,158,2:38,False
I bought the Cheapest Tech on the internet.,"I bought the Cheapest Tech on the internet....why was some of it actually so good? 😅
Check out the Opera Browser here: https://opr.as/04-Opera-browser-mrwhosetheboss

I spend a LOT of time...",cZypFRdPS9M,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/cZypFRdPS9M/3.jpg', 'width': 120, 'height': 90}]",Mrwhosetheboss,UCMiJRAwDNSNzuYeN2uWa0pA,https://www.youtube.com/@Mrwhosetheboss,True,1 day ago,2025-04-01T20:00:07.749Z,"2,323,430 views",2323430,https://www.youtube.com/watch?v=cZypFRdPS9M,2306,38:26,False
