title,description,videoId,thumbnails,channelName,channelId,channelUrl,verified,publishedText,publishedDate,viewsText,views,videoUrl,duration,durationText,isShort
BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video),"BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video)

Pre-Save All The Way: https://symphony.to/bigxthaplug-2/all-the-way 

🔔 Subscribe to BigXthaPlug's channel: https://bit.l...",7kyHvPNbugk,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/7kyHvPNbugk/3.jpg', 'width': 120, 'height': 90}]",BigXthaPlug,UCEJdOGwm6CNtc_kIa_Qjy6A,https://www.youtube.com/channel/UCEJdOGwm6CNtc_kIa_Qjy6A,False,1 day ago,2025-04-04T20:00:07.042Z,"648,758 views",648758,https://www.youtube.com/watch?v=7kyHvPNbugk,174,2:54,False
My Most UNHINGED Video [Amanda The Adventurer 2],"WELCOME, to Amanda The Adventurer 2! This one was a doozy.
READ MY MANGA: https://monsterswemake.com/

Join ► http://bit.ly/1vKSGtU
Tiktok ► https://www.tiktok.com/@notcoryxkenshin
Twitter...",5cfbKEK5gzU,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/5cfbKEK5gzU/3.jpg', 'width': 120, 'height': 90}]",CoryxKenshin,UCiYcA0gJzg855iSKMrX3oHg,https://www.youtube.com/@CoryxKenshin,True,2 days ago,2025-04-03T20:00:07.043Z,"6,514,311 views",6514311,https://www.youtube.com/watch?v=5cfbKEK5gzU,9595,2:39:55,False
"The Naked Gun | Official Teaser Trailer (2025 Movie) - Liam Neeson, Pamela Anderson","The single most important #NakedGun movie since the other Naked Gun movies. Only in theatres August 1st.

Only one man has the particular set of skills... to lead Police Squad and save the...",_8-N8IIq_8I,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/_8-N8IIq_8I/3.jpg', 'width': 120, 'height': 90}]",Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,https://www.youtube.com/@paramountpictures,True,2 days ago,2025-04-03T20:00:07.043Z,"8,299,998 views",8299998,https://www.youtube.com/watch?v=_8-N8IIq_8I,62,1:02,False
Shedeur Sanders & Travis Hunter FULL Showcase | Colorado Pro Day,"Watch live local and primetime games, NFL RedZone, and NFL Network on Plus.NFL.com

Check out our other channels:
NFL Mundo https://www.youtube.com/mundonfl
NFL Brasil https://www.youtube.com/c/NFL...",kY4oPcrzxzU,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/kY4oPcrzxzU/3.jpg', 'width': 120, 'height': 90}]",NFL,UCDVYQ4Zhbm3S2dlz7P1GBDg,https://www.youtube.com/@NFL,True,23 hours ago,2025-04-04T21:00:07.043Z,"542,055 views",542055,https://www.youtube.com/watch?v=kY4oPcrzxzU,2657,44:17,False
Superman | Sneak Peek,"Krypto, take us home. #Superman - Only in Theaters July 11

“Superman,” DC Studios’ first feature film to hit the big screen, is set to soar into theaters worldwide this summer from Warner...",xFU8U4UVUBs,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/xFU8U4UVUBs/3.jpg', 'width': 120, 'height': 90}]",DC,UCiifkYAs_bq1pt_zbNAzYGg,https://www.youtube.com/@dcofficial,True,1 day ago,2025-04-04T20:00:07.043Z,"7,231,662 views",7231662,https://www.youtube.com/watch?v=xFU8U4UVUBs,291,4:51,False
Sleep Token - Caramel,"Click to worship: https://sleeptoken.lnk.to/Caramel

Worship: https://www.showmehowtodanceforever.com/
Gather: https://www.showmehowtodanceforever.com/tour/
Prepare: https://www.showmehowtodancefor...",4iSvoQNfrrk,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/4iSvoQNfrrk/3.jpg', 'width': 120, 'height': 90}]",Sleep Token,UC-FsT1b7rc-mKVOjikjw5jg,https://www.youtube.com/channel/UC-FsT1b7rc-mKVOjikjw5jg,False,1 day ago,2025-04-04T20:00:07.043Z,"1,090,833 views",1090833,https://www.youtube.com/watch?v=4iSvoQNfrrk,291,4:51,False
Bloody Mary,"Provided to YouTube by DistroKid

Bloody Mary · MiG Arogan · MiG Arogan · Badu Beats

Bloody Mary

℗ 1Take Production

Released on: 2025-04-02

Auto-generated by YouTube.",MCS1tVbVbTo,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/MCS1tVbVbTo/3.jpg', 'width': 120, 'height': 90}]",MiG Arogan,UCnxc9XXsj4tVBrfUpWL8-Qg,https://www.youtube.com/channel/UCnxc9XXsj4tVBrfUpWL8-Qg,False,3 days ago,2025-04-02T20:00:07.043Z,"276,563 views",276563,https://www.youtube.com/watch?v=MCS1tVbVbTo,98,1:38,False
Emma Frost: The White Queen | Character Reveal | Marvel Rivals,"Emma Frost of Krakoa’s Quiet Council cordially invites you to attend the grand return of the Hellfire Gala! With the timelines in complete disarray and Mutantkind scattered, the White Queen...",OpOhyN4zYQY,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/OpOhyN4zYQY/3.jpg', 'width': 120, 'height': 90}]",Marvel Rivals,UCWzmOSSiSPbVnVu3ZAyDx2w,https://www.youtube.com/@MarvelRivals,True,1 day ago,2025-04-04T20:00:07.043Z,"2,852,178 views",2852178,https://www.youtube.com/watch?v=OpOhyN4zYQY,68,1:08,False
Caramel,"Provided to YouTube by Sleep Token/RCA Records

Caramel · Sleep Token

Caramel

℗ 2025 RCA Records, under exclusive license from Sleep Token

Released on: 2025-04-04

Engineer, Mixing Engineer,...",hxtHhQlIaEk,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/hxtHhQlIaEk/3.jpg', 'width': 120, 'height': 90}]",Sleep Token,UC-FsT1b7rc-mKVOjikjw5jg,https://www.youtube.com/channel/UC-FsT1b7rc-mKVOjikjw5jg,False,2 days ago,2025-04-03T20:00:07.043Z,"509,697 views",509697,https://www.youtube.com/watch?v=hxtHhQlIaEk,291,4:51,False
Rod Wave - Sinners (Official Music Video),"Listen To Rod Wave's “Sinners” Now: https://rodwave.lnk.to/Sinners
 Everything Rod Wave: https://official-rodwave.com
 
Follow Rod Wave: 
► Instagram: https://www.instagram.com/rodwave/...",eS3BSM8oJ1U,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/eS3BSM8oJ1U/3.jpg', 'width': 120, 'height': 90}]",SonySoundtracksVEVO,UCGkX_HCD_T5XOwxi_KR6YoQ,https://www.youtube.com/@SonySoundtracksVEVO,False,1 day ago,2025-04-04T20:00:07.043Z,"405,942 views",405942,https://www.youtube.com/watch?v=eS3BSM8oJ1U,193,3:13,False
